SUCESSO: 23:50:04.153150 | Usuario: helena | Operacao: LOGIN | Parametros operacao: SENHA CORRETA
SUCESSO: 23:50:05.610131 | Usuario: manuela | Operacao: REPOSIÇÃO DE ESTOQUE | Parametros operacao: Nome = 1984
SUCESSO: 23:50:05.637223 | Usuario: sophia | Operacao: REPOSIÇÃO DE ESTOQUE | Parametros operacao: Nome = Mindset
SUCESSO: 23:50:05.652915 | Usuario: laura | Operacao: INCLUIR LIVRO | Parametros operacao: Nome = Mindset Edicao: 3
SUCESSO: 23:50:05.660144 | Usuario: theo | Operacao: CONSULTAR LIVRARIA | Parametros operacao: id_livraria = 1
SUCESSO: 23:50:05.660541 | Usuario: theo | Operacao: CONSULTAR LIVRARIA | Parametros operacao: id_livraria = 1
SUCESSO: 23:50:05.672313 | Usuario: helena | Operacao: CONSULTAR LIVROS DA LIVRARIA | Parametros operacao: id_livraria = 2
SUCESSO: 23:50:05.673318 | Usuario: heitor | Operacao: REPOSIÇÃO DE ESTOQUE | Parametros operacao: Nome = O poder do habito
SUCESSO: 23:50:05.675292 | Usuario: sophia | Operacao: CONSULTAR LIVROS DA LIVRARIA | Parametros operacao: id_livraria = 2
SUCESSO: 23:50:05.675630 | Usuario: heitor | Operacao: CONSULTAR LIVROS DA LIVRARIA | Parametros operacao: id_livraria = 1
SUCESSO: 23:50:05.689773 | Usuario: laura | Operacao: LOGIN | Parametros operacao: SENHA CORRETA
SUCESSO: 23:50:05.690296 | Usuario: heitor | Operacao: CONSULTAR LIVROS DA LIVRARIA | Parametros operacao: id_livraria = 1
FRACASSO: 23:50:05.735478 | Usuario: manuela | Operacao: INCLUIR LIVRO | Parametros operacao: Livro já Existente. Nome = Mindset Edicao: 3
SUCESSO: 23:50:05.739137 | Usuario: miguel | Operacao: CONSULTAR LIVROS DA LIVRARIA | Parametros operacao: id_livraria = 1
SUCESSO: 23:50:05.739617 | Usuario: theo | Operacao: CONSULTAR LIVROS DA LIVRARIA | Parametros operacao: id_livraria = 1
SUCESSO: 23:50:05.739930 | Usuario: helena | Operacao: CONSULTAR LIVROS DA LIVRARIA | Parametros operacao: id_livraria = 2
SUCESSO: 23:50:05.740361 | Usuario: heitor | Operacao: CONSULTAR LIVRARIA | Parametros operacao: id_livraria = 1
SUCESSO: 23:50:05.740657 | Usuario: sophia | Operacao: CONSULTAR LIVROS DA LIVRARIA | Parametros operacao: id_livraria = 2
SUCESSO: 23:50:05.740966 | Usuario: theo | Operacao: CONSULTAR LIVRARIA | Parametros operacao: id_livraria = 1
SUCESSO: 23:50:05.741631 | Usuario: manuela | Operacao: INCLUIR LIVRO | Parametros operacao: Nome = Mentirosos Edicao: 5
SUCESSO: 23:50:05.742065 | Usuario: heitor | Operacao: EXCLUIR LIVRO | Parametros operacao: Nome = Torto Arado
SUCESSO: 23:50:05.742407 | Usuario: alice | Operacao: LOGIN | Parametros operacao: SENHA CORRETA
SUCESSO: 23:50:05.742835 | Usuario: sophia | Operacao: CONSULTAR LIVROS DA LIVRARIA | Parametros operacao: id_livraria = 2
SUCESSO: 23:50:05.743168 | Usuario: arthur | Operacao: CONSULTAR LIVROS DA LIVRARIA | Parametros operacao: id_livraria = 1
SUCESSO: 23:50:05.743464 | Usuario: arthur | Operacao: CONSULTAR LIVRARIA | Parametros operacao: id_livraria = 1
SUCESSO: 23:50:05.743974 | Usuario: helena | Operacao: REPOSIÇÃO DE ESTOQUE | Parametros operacao: Nome = Pai Rico, Pai Pobre
SUCESSO: 23:50:05.758514 | Usuario: heitor | Operacao: CONSULTAR LIVRARIA | Parametros operacao: id_livraria = 1
SUCESSO: 23:50:05.761588 | Usuario: theo | Operacao: VENDA LIVRO | Parametros operacao: Nome = Torto Arado
SUCESSO: 23:50:05.764863 | Usuario: davi | Operacao: LOGIN | Parametros operacao: SENHA CORRETA
SUCESSO: 23:50:05.766179 | Usuario: miguel | Operacao: EXCLUIR LIVRO | Parametros operacao: Nome = Os sete maridos
SUCESSO: 23:50:05.786499 | Usuario: davi | Operacao: LOGIN | Parametros operacao: SENHA CORRETA
SUCESSO: 23:50:05.789154 | Usuario: helena | Operacao: EXCLUIR LIVRO | Parametros operacao: Nome = Os sete maridos
SUCESSO: 23:50:05.789551 | Usuario: manuela | Operacao: CONSULTAR LIVRARIA | Parametros operacao: id_livraria = 2
SUCESSO: 23:50:05.790004 | Usuario: davi | Operacao: CONSULTAR LIVROS DA LIVRARIA | Parametros operacao: id_livraria = 1
SUCESSO: 23:50:05.790355 | Usuario: laura | Operacao: CONSULTAR LIVROS DA LIVRARIA | Parametros operacao: id_livraria = 2
SUCESSO: 23:50:05.790681 | Usuario: arthur | Operacao: VENDA LIVRO | Parametros operacao: Nome = Torto Arado
SUCESSO: 23:50:05.791246 | Usuario: laura | Operacao: CONSULTAR LIVROS DA LIVRARIA | Parametros operacao: id_livraria = 2
SUCESSO: 23:50:05.799568 | Usuario: miguel | Operacao: INCLUIR LIVRO | Parametros operacao: Nome = Torto Arado Edicao: 9
SUCESSO: 23:50:05.802876 | Usuario: alice | Operacao: CONSULTAR LIVROS DA LIVRARIA | Parametros operacao: id_livraria = 2
SUCESSO: 23:50:05.804347 | Usuario: sophia | Operacao: VENDA LIVRO | Parametros operacao: Nome = Mindset Edicao: 4
SUCESSO: 23:50:05.805078 | Usuario: manuela | Operacao: CONSULTAR LIVROS DA LIVRARIA | Parametros operacao: id_livraria = 2
SUCESSO: 23:50:05.805466 | Usuario: alice | Operacao: CONSULTAR LIVROS DA LIVRARIA | Parametros operacao: id_livraria = 2
SUCESSO: 23:50:05.805903 | Usuario: sophia | Operacao: CONSULTAR LIVROS DA LIVRARIA | Parametros operacao: id_livraria = 2
SUCESSO: 23:50:05.807488 | Usuario: helena | Operacao: VENDA LIVRO | Parametros operacao: Nome = Pai Rico, Pai Pobre
SUCESSO: 23:50:05.808688 | Usuario: davi | Operacao: VENDA LIVRO | Parametros operacao: Nome = O poder do habito
SUCESSO: 23:50:05.809622 | Usuario: laura | Operacao: CONSULTAR LIVRARIA | Parametros operacao: id_livraria = 2
SUCESSO: 23:50:05.810438 | Usuario: miguel | Operacao: VENDA LIVRO | Parametros operacao: Nome = A Revolucao dos Bichos Edicao: 4
SUCESSO: 23:50:05.810893 | Usuario: manuela | Operacao: CONSULTAR LIVROS DA LIVRARIA | Parametros operacao: id_livraria = 2
SUCESSO: 23:50:05.811741 | Usuario: arthur | Operacao: CONSULTAR LIVROS DA LIVRARIA | Parametros operacao: id_livraria = 1
SUCESSO: 23:50:05.812554 | Usuario: alice | Operacao: INCLUIR LIVRO | Parametros operacao: Nome = Pai Rico, Pai Pobre Edicao: 3
SUCESSO: 23:50:05.814780 | Usuario: davi | Operacao: CONSULTAR LIVROS DA LIVRARIA | Parametros operacao: id_livraria = 1
SUCESSO: 23:50:05.815510 | Usuario: theo | Operacao: EXCLUIR LIVRO | Parametros operacao: Nome = Torto Arado
SUCESSO: 23:50:05.816257 | Usuario: miguel | Operacao: CONSULTAR LIVROS DA LIVRARIA | Parametros operacao: id_livraria = 1
SUCESSO: 23:50:05.817440 | Usuario: theo | Operacao: INCLUIR LIVRO | Parametros operacao: Nome = Mindset Edicao: 0
SUCESSO: 23:50:05.819756 | Usuario: helena | Operacao: LOGIN | Parametros operacao: SENHA CORRETA
SUCESSO: 23:50:05.820504 | Usuario: helena | Operacao: CONSULTAR LIVROS DA LIVRARIA | Parametros operacao: id_livraria = 2
SUCESSO: 23:50:05.841211 | Usuario: laura | Operacao: LOGIN | Parametros operacao: SENHA CORRETA
SUCESSO: 23:50:05.846329 | Usuario: davi | Operacao: REPOSIÇÃO DE ESTOQUE | Parametros operacao: Nome = Do mil ao milhao
SUCESSO: 23:50:05.849182 | Usuario: laura | Operacao: EXCLUIR LIVRO | Parametros operacao: Nome = O milagre da manha
SUCESSO: 23:50:05.850561 | Usuario: heitor | Operacao: CONSULTAR LIVRARIA | Parametros operacao: id_livraria = 1
SUCESSO: 23:50:05.851013 | Usuario: sophia | Operacao: LOGIN | Parametros operacao: SENHA CORRETA
SUCESSO: 23:50:05.852042 | Usuario: sophia | Operacao: CONSULTAR LIVROS DA LIVRARIA | Parametros operacao: id_livraria = 2
SUCESSO: 23:50:05.852575 | Usuario: heitor | Operacao: VENDA LIVRO | Parametros operacao: Nome = A Revolucao dos Bichos
SUCESSO: 23:50:05.853514 | Usuario: theo | Operacao: CONSULTAR LIVRARIA | Parametros operacao: id_livraria = 1
SUCESSO: 23:50:05.857288 | Usuario: manuela | Operacao: VENDA LIVRO | Parametros operacao: Nome = Os sete maridos
SUCESSO: 23:50:05.863355 | Usuario: alice | Operacao: CONSULTAR LIVRARIA | Parametros operacao: id_livraria = 2
SUCESSO: 23:50:05.864179 | Usuario: miguel | Operacao: CONSULTAR LIVRARIA | Parametros operacao: id_livraria = 1
SUCESSO: 23:50:05.864738 | Usuario: theo | Operacao: CONSULTAR LIVROS DA LIVRARIA | Parametros operacao: id_livraria = 1
SUCESSO: 23:50:05.865018 | Usuario: helena | Operacao: CONSULTAR LIVRARIA | Parametros operacao: id_livraria = 2
SUCESSO: 23:50:05.865429 | Usuario: davi | Operacao: CONSULTAR LIVROS DA LIVRARIA | Parametros operacao: id_livraria = 1
SUCESSO: 23:50:05.865886 | Usuario: alice | Operacao: CONSULTAR LIVROS DA LIVRARIA | Parametros operacao: id_livraria = 2
SUCESSO: 23:50:05.866429 | Usuario: alice | Operacao: CONSULTAR LIVROS DA LIVRARIA | Parametros operacao: id_livraria = 2
SUCESSO: 23:50:05.867028 | Usuario: laura | Operacao: CONSULTAR LIVROS DA LIVRARIA | Parametros operacao: id_livraria = 2
SUCESSO: 23:50:05.867503 | Usuario: theo | Operacao: CONSULTAR LIVRARIA | Parametros operacao: id_livraria = 1
SUCESSO: 23:50:05.868268 | Usuario: laura | Operacao: INCLUIR LIVRO | Parametros operacao: Nome = Do mil ao milhao Edicao: 1
SUCESSO: 23:50:05.868629 | Usuario: miguel | Operacao: CONSULTAR LIVROS DA LIVRARIA | Parametros operacao: id_livraria = 1
SUCESSO: 23:50:05.869614 | Usuario: laura | Operacao: REPOSIÇÃO DE ESTOQUE | Parametros operacao: Nome = Pai Rico, Pai Pobre
SUCESSO: 23:50:05.870370 | Usuario: davi | Operacao: EXCLUIR LIVRO | Parametros operacao: Nome = Torto Arado
SUCESSO: 23:50:05.871127 | Usuario: davi | Operacao: LOGIN | Parametros operacao: SENHA CORRETA
SUCESSO: 23:50:05.873337 | Usuario: davi | Operacao: CONSULTAR LIVROS DA LIVRARIA | Parametros operacao: id_livraria = 1
SUCESSO: 23:50:05.874283 | Usuario: heitor | Operacao: REPOSIÇÃO DE ESTOQUE | Parametros operacao: Nome = Pai Rico, Pai Pobre
SUCESSO: 23:50:05.875631 | Usuario: sophia | Operacao: LOGIN | Parametros operacao: SENHA CORRETA
SUCESSO: 23:50:05.876323 | Usuario: laura | Operacao: CONSULTAR LIVRARIA | Parametros operacao: id_livraria = 2
SUCESSO: 23:50:05.876767 | Usuario: arthur | Operacao: CONSULTAR LIVROS DA LIVRARIA | Parametros operacao: id_livraria = 1
SUCESSO: 23:50:05.877062 | Usuario: manuela | Operacao: CONSULTAR LIVRARIA | Parametros operacao: id_livraria = 2
SUCESSO: 23:50:05.877606 | Usuario: sophia | Operacao: REPOSIÇÃO DE ESTOQUE | Parametros operacao: Nome = Torto Arado Edicao: 5
SUCESSO: 23:50:05.878188 | Usuario: manuela | Operacao: CONSULTAR LIVROS DA LIVRARIA | Parametros operacao: id_livraria = 2
SUCESSO: 23:50:05.878592 | Usuario: heitor | Operacao: CONSULTAR LIVROS DA LIVRARIA | Parametros operacao: id_livraria = 1
SUCESSO: 23:50:05.878952 | Usuario: miguel | Operacao: REPOSIÇÃO DE ESTOQUE | Parametros operacao: Nome = Torto Arado
SUCESSO: 23:50:05.879355 | Usuario: miguel | Operacao: INCLUIR LIVRO | Parametros operacao: Nome = Torto Arado Edicao: 4
SUCESSO: 23:50:05.879851 | Usuario: helena | Operacao: REPOSIÇÃO DE ESTOQUE | Parametros operacao: Nome = Mindset
SUCESSO: 23:50:05.880279 | Usuario: alice | Operacao: CONSULTAR LIVROS DA LIVRARIA | Parametros operacao: id_livraria = 2
SUCESSO: 23:50:05.881120 | Usuario: alice | Operacao: REPOSIÇÃO DE ESTOQUE | Parametros operacao: Nome = Torto Arado Edicao: 9
SUCESSO: 23:50:05.881785 | Usuario: miguel | Operacao: INCLUIR LIVRO | Parametros operacao: Nome = 1984 Edicao: 3
SUCESSO: 23:50:05.884336 | Usuario: miguel | Operacao: CONSULTAR LIVROS DA LIVRARIA | Parametros operacao: id_livraria = 1
SUCESSO: 23:50:05.885682 | Usuario: helena | Operacao: EXCLUIR LIVRO | Parametros operacao: Nome = Torto Arado Edicao: 9
SUCESSO: 23:50:05.888070 | Usuario: manuela | Operacao: CONSULTAR LIVROS DA LIVRARIA | Parametros operacao: id_livraria = 2
SUCESSO: 23:50:05.888964 | Usuario: arthur | Operacao: REPOSIÇÃO DE ESTOQUE | Parametros operacao: Nome = Do mil ao milhao
SUCESSO: 23:50:05.889677 | Usuario: arthur | Operacao: REPOSIÇÃO DE ESTOQUE | Parametros operacao: Nome = A Revolucao dos Bichos Edicao: 4
SUCESSO: 23:50:05.890787 | Usuario: heitor | Operacao: CONSULTAR LIVROS DA LIVRARIA | Parametros operacao: id_livraria = 1
SUCESSO: 23:50:05.891408 | Usuario: davi | Operacao: CONSULTAR LIVRARIA | Parametros operacao: id_livraria = 1
SUCESSO: 23:50:05.892130 | Usuario: arthur | Operacao: CONSULTAR LIVROS DA LIVRARIA | Parametros operacao: id_livraria = 1
SUCESSO: 23:50:05.892692 | Usuario: davi | Operacao: CONSULTAR LIVROS DA LIVRARIA | Parametros operacao: id_livraria = 1
SUCESSO: 23:50:05.893503 | Usuario: laura | Operacao: CONSULTAR LIVROS DA LIVRARIA | Parametros operacao: id_livraria = 2
SUCESSO: 23:50:05.894852 | Usuario: theo | Operacao: CONSULTAR LIVROS DA LIVRARIA | Parametros operacao: id_livraria = 1
SUCESSO: 23:50:05.895385 | Usuario: helena | Operacao: CONSULTAR LIVROS DA LIVRARIA | Parametros operacao: id_livraria = 2
SUCESSO: 23:50:05.896392 | Usuario: alice | Operacao: EXCLUIR LIVRO | Parametros operacao: Nome = Pai Rico, Pai Pobre Edicao: 4
SUCESSO: 23:50:05.896686 | Usuario: heitor | Operacao: CONSULTAR LIVRARIA | Parametros operacao: id_livraria = 1
SUCESSO: 23:50:05.898077 | Usuario: manuela | Operacao: VENDA LIVRO | Parametros operacao: Nome = Do mil ao milhao
SUCESSO: 23:50:05.902144 | Usuario: theo | Operacao: VENDA LIVRO | Parametros operacao: Nome = Mentirosos
SUCESSO: 23:50:05.903620 | Usuario: laura | Operacao: REPOSIÇÃO DE ESTOQUE | Parametros operacao: Nome = Mentirosos Edicao: 2
SUCESSO: 23:50:05.903952 | Usuario: heitor | Operacao: CONSULTAR LIVRARIA | Parametros operacao: id_livraria = 1
SUCESSO: 23:50:05.904272 | Usuario: miguel | Operacao: CONSULTAR LIVRARIA | Parametros operacao: id_livraria = 1
SUCESSO: 23:50:05.904526 | Usuario: alice | Operacao: CONSULTAR LIVRARIA | Parametros operacao: id_livraria = 2
SUCESSO: 23:50:05.906970 | Usuario: alice | Operacao: CONSULTAR LIVROS DA LIVRARIA | Parametros operacao: id_livraria = 2
SUCESSO: 23:50:05.907297 | Usuario: theo | Operacao: CONSULTAR LIVROS DA LIVRARIA | Parametros operacao: id_livraria = 1
SUCESSO: 23:50:05.907628 | Usuario: laura | Operacao: CONSULTAR LIVROS DA LIVRARIA | Parametros operacao: id_livraria = 2
FRACASSO: 23:50:05.944487 | Usuario: davi | Operacao: INCLUIR LIVRO | Parametros operacao: Livro já Existente. Nome = Mindset Edicao: 0
SUCESSO: 23:50:05.946066 | Usuario: sophia | Operacao: INCLUIR LIVRO | Parametros operacao: Nome = Mindset Edicao: 5
SUCESSO: 23:50:05.985118 | Usuario: davi | Operacao: CONSULTAR LIVROS DA LIVRARIA | Parametros operacao: id_livraria = 1
SUCESSO: 23:50:05.986774 | Usuario: heitor | Operacao: LOGIN | Parametros operacao: SENHA CORRETA
SUCESSO: 23:50:05.987161 | Usuario: sophia | Operacao: CONSULTAR LIVROS DA LIVRARIA | Parametros operacao: id_livraria = 2
SUCESSO: 23:50:05.987456 | Usuario: theo | Operacao: CONSULTAR LIVROS DA LIVRARIA | Parametros operacao: id_livraria = 1
SUCESSO: 23:50:05.987943 | Usuario: theo | Operacao: CONSULTAR LIVROS DA LIVRARIA | Parametros operacao: id_livraria = 1
SUCESSO: 23:50:05.988334 | Usuario: miguel | Operacao: CONSULTAR LIVROS DA LIVRARIA | Parametros operacao: id_livraria = 1
SUCESSO: 23:50:05.988634 | Usuario: laura | Operacao: CONSULTAR LIVROS DA LIVRARIA | Parametros operacao: id_livraria = 2
SUCESSO: 23:50:05.989116 | Usuario: miguel | Operacao: CONSULTAR LIVROS DA LIVRARIA | Parametros operacao: id_livraria = 1
SUCESSO: 23:50:05.989430 | Usuario: sophia | Operacao: VENDA LIVRO | Parametros operacao: Nome = O poder do habito
SUCESSO: 23:50:05.990055 | Usuario: arthur | Operacao: CONSULTAR LIVROS DA LIVRARIA | Parametros operacao: id_livraria = 1
SUCESSO: 23:50:05.990627 | Usuario: manuela | Operacao: INCLUIR LIVRO | Parametros operacao: Nome = Torto Arado Edicao: 9
SUCESSO: 23:50:05.991007 | Usuario: sophia | Operacao: CONSULTAR LIVRARIA | Parametros operacao: id_livraria = 2
SUCESSO: 23:50:05.991351 | Usuario: manuela | Operacao: CONSULTAR LIVROS DA LIVRARIA | Parametros operacao: id_livraria = 2
SUCESSO: 23:50:05.991970 | Usuario: miguel | Operacao: INCLUIR LIVRO | Parametros operacao: Nome = 1984 Edicao: 7
SUCESSO: 23:50:05.993771 | Usuario: sophia | Operacao: CONSULTAR LIVROS DA LIVRARIA | Parametros operacao: id_livraria = 2
SUCESSO: 23:50:05.995739 | Usuario: manuela | Operacao: LOGIN | Parametros operacao: SENHA CORRETA
SUCESSO: 23:50:05.996629 | Usuario: davi | Operacao: EXCLUIR LIVRO | Parametros operacao: Nome = Pai Rico, Pai Pobre
SUCESSO: 23:50:05.997686 | Usuario: manuela | Operacao: INCLUIR LIVRO | Parametros operacao: Nome = O milagre da manha Edicao: 7
SUCESSO: 23:50:05.999169 | Usuario: miguel | Operacao: CONSULTAR LIVROS DA LIVRARIA | Parametros operacao: id_livraria = 1
SUCESSO: 23:50:06.000020 | Usuario: davi | Operacao: LOGIN | Parametros operacao: SENHA CORRETA
SUCESSO: 23:50:06.001638 | Usuario: miguel | Operacao: CONSULTAR LIVROS DA LIVRARIA | Parametros operacao: id_livraria = 1
SUCESSO: 23:50:06.002032 | Usuario: manuela | Operacao: CONSULTAR LIVRARIA | Parametros operacao: id_livraria = 2
SUCESSO: 23:50:06.002531 | Usuario: heitor | Operacao: VENDA LIVRO | Parametros operacao: Nome = Torto Arado
SUCESSO: 23:50:06.003293 | Usuario: theo | Operacao: CONSULTAR LIVROS DA LIVRARIA | Parametros operacao: id_livraria = 1
SUCESSO: 23:50:06.003969 | Usuario: heitor | Operacao: CONSULTAR LIVROS DA LIVRARIA | Parametros operacao: id_livraria = 1
SUCESSO: 23:50:06.006779 | Usuario: manuela | Operacao: CONSULTAR LIVROS DA LIVRARIA | Parametros operacao: id_livraria = 2
SUCESSO: 23:50:06.007934 | Usuario: heitor | Operacao: CONSULTAR LIVROS DA LIVRARIA | Parametros operacao: id_livraria = 1
SUCESSO: 23:50:06.008437 | Usuario: manuela | Operacao: LOGIN | Parametros operacao: SENHA CORRETA
SUCESSO: 23:50:06.008898 | Usuario: sophia | Operacao: VENDA LIVRO | Parametros operacao: Nome = Mentirosos Edicao: 2
SUCESSO: 23:50:06.009635 | Usuario: arthur | Operacao: LOGIN | Parametros operacao: SENHA CORRETA
SUCESSO: 23:50:06.010225 | Usuario: arthur | Operacao: INCLUIR LIVRO | Parametros operacao: Nome = O poder do habito Edicao: 6
SUCESSO: 23:50:06.010623 | Usuario: helena | Operacao: LOGIN | Parametros operacao: SENHA CORRETA
SUCESSO: 23:50:06.011305 | Usuario: helena | Operacao: VENDA LIVRO | Parametros operacao: Nome = Pai Rico, Pai Pobre
SUCESSO: 23:50:06.011807 | Usuario: arthur | Operacao: CONSULTAR LIVROS DA LIVRARIA | Parametros operacao: id_livraria = 1
SUCESSO: 23:50:06.012578 | Usuario: laura | Operacao: CONSULTAR LIVROS DA LIVRARIA | Parametros operacao: id_livraria = 2
SUCESSO: 23:50:06.013504 | Usuario: davi | Operacao: CONSULTAR LIVRARIA | Parametros operacao: id_livraria = 1
SUCESSO: 23:50:06.015653 | Usuario: laura | Operacao: CONSULTAR LIVROS DA LIVRARIA | Parametros operacao: id_livraria = 2
SUCESSO: 23:50:06.019040 | Usuario: arthur | Operacao: CONSULTAR LIVROS DA LIVRARIA | Parametros operacao: id_livraria = 1
SUCESSO: 23:50:06.019613 | Usuario: miguel | Operacao: EXCLUIR LIVRO | Parametros operacao: Nome = Mentirosos
SUCESSO: 23:50:06.034443 | Usuario: laura | Operacao: CONSULTAR LIVROS DA LIVRARIA | Parametros operacao: id_livraria = 2
SUCESSO: 23:50:06.035500 | Usuario: arthur | Operacao: CONSULTAR LIVRARIA | Parametros operacao: id_livraria = 1
SUCESSO: 23:50:06.036184 | Usuario: arthur | Operacao: VENDA LIVRO | Parametros operacao: Nome = 1984 Edicao: 3
SUCESSO: 23:50:06.036820 | Usuario: davi | Operacao: EXCLUIR LIVRO | Parametros operacao: Nome = Do mil ao milhao
SUCESSO: 23:50:06.037146 | Usuario: alice | Operacao: EXCLUIR LIVRO | Parametros operacao: Nome = Mindset
SUCESSO: 23:50:06.037430 | Usuario: manuela | Operacao: EXCLUIR LIVRO | Parametros operacao: Nome = Torto Arado Edicao: 5
SUCESSO: 23:50:06.037715 | Usuario: alice | Operacao: CONSULTAR LIVRARIA | Parametros operacao: id_livraria = 2
SUCESSO: 23:50:06.038112 | Usuario: heitor | Operacao: REPOSIÇÃO DE ESTOQUE | Parametros operacao: Nome = Torto Arado Edicao: 1
SUCESSO: 23:50:06.038361 | Usuario: theo | Operacao: REPOSIÇÃO DE ESTOQUE | Parametros operacao: Nome = Torto Arado Edicao: 1
SUCESSO: 23:50:06.038553 | Usuario: alice | Operacao: EXCLUIR LIVRO | Parametros operacao: Nome = Mindset
SUCESSO: 23:50:06.038859 | Usuario: laura | Operacao: REPOSIÇÃO DE ESTOQUE | Parametros operacao: Nome = Torto Arado
SUCESSO: 23:50:06.039208 | Usuario: manuela | Operacao: CONSULTAR LIVROS DA LIVRARIA | Parametros operacao: id_livraria = 2
SUCESSO: 23:50:06.039545 | Usuario: manuela | Operacao: CONSULTAR LIVRARIA | Parametros operacao: id_livraria = 2
SUCESSO: 23:50:06.039882 | Usuario: davi | Operacao: CONSULTAR LIVROS DA LIVRARIA | Parametros operacao: id_livraria = 1
SUCESSO: 23:50:06.040210 | Usuario: sophia | Operacao: CONSULTAR LIVRARIA | Parametros operacao: id_livraria = 2
SUCESSO: 23:50:06.040607 | Usuario: theo | Operacao: VENDA LIVRO | Parametros operacao: Nome = Torto Arado Edicao: 9
SUCESSO: 23:50:06.040861 | Usuario: davi | Operacao: LOGIN | Parametros operacao: SENHA CORRETA
SUCESSO: 23:50:06.041172 | Usuario: helena | Operacao: CONSULTAR LIVROS DA LIVRARIA | Parametros operacao: id_livraria = 2
SUCESSO: 23:50:06.041510 | Usuario: miguel | Operacao: CONSULTAR LIVROS DA LIVRARIA | Parametros operacao: id_livraria = 1
SUCESSO: 23:50:06.041863 | Usuario: laura | Operacao: VENDA LIVRO | Parametros operacao: Nome = Torto Arado Edicao: 9
SUCESSO: 23:50:06.042346 | Usuario: sophia | Operacao: EXCLUIR LIVRO | Parametros operacao: Nome = O poder do habito
SUCESSO: 23:50:06.042732 | Usuario: miguel | Operacao: REPOSIÇÃO DE ESTOQUE | Parametros operacao: Nome = Torto Arado Edicao: 9
SUCESSO: 23:50:06.042939 | Usuario: heitor | Operacao: EXCLUIR LIVRO | Parametros operacao: Nome = Mentirosos
SUCESSO: 23:50:06.043247 | Usuario: alice | Operacao: VENDA LIVRO | Parametros operacao: Nome = Torto Arado
SUCESSO: 23:50:06.043665 | Usuario: heitor | Operacao: CONSULTAR LIVROS DA LIVRARIA | Parametros operacao: id_livraria = 1
SUCESSO: 23:50:06.044025 | Usuario: alice | Operacao: CONSULTAR LIVROS DA LIVRARIA | Parametros operacao: id_livraria = 2
SUCESSO: 23:50:06.044318 | Usuario: helena | Operacao: CONSULTAR LIVRARIA | Parametros operacao: id_livraria = 2
SUCESSO: 23:50:06.044653 | Usuario: arthur | Operacao: CONSULTAR LIVROS DA LIVRARIA | Parametros operacao: id_livraria = 1
SUCESSO: 23:50:06.044998 | Usuario: sophia | Operacao: CONSULTAR LIVROS DA LIVRARIA | Parametros operacao: id_livraria = 2
SUCESSO: 23:50:06.045437 | Usuario: alice | Operacao: INCLUIR LIVRO | Parametros operacao: Nome = Os sete maridos Edicao: 3
SUCESSO: 23:50:06.045806 | Usuario: alice | Operacao: CONSULTAR LIVROS DA LIVRARIA | Parametros operacao: id_livraria = 2
SUCESSO: 23:50:06.046163 | Usuario: miguel | Operacao: CONSULTAR LIVROS DA LIVRARIA | Parametros operacao: id_livraria = 1
SUCESSO: 23:50:06.046574 | Usuario: davi | Operacao: EXCLUIR LIVRO | Parametros operacao: Nome = Torto Arado Edicao: 4
SUCESSO: 23:50:06.046952 | Usuario: helena | Operacao: CONSULTAR LIVROS DA LIVRARIA | Parametros operacao: id_livraria = 2
SUCESSO: 23:50:06.047269 | Usuario: arthur | Operacao: INCLUIR LIVRO | Parametros operacao: Nome = 1984 Edicao: 6
SUCESSO: 23:50:06.047679 | Usuario: arthur | Operacao: CONSULTAR LIVROS DA LIVRARIA | Parametros operacao: id_livraria = 1
SUCESSO: 23:50:06.047956 | Usuario: miguel | Operacao: REPOSIÇÃO DE ESTOQUE | Parametros operacao: Nome = Mindset
SUCESSO: 23:50:06.048379 | Usuario: miguel | Operacao: VENDA LIVRO | Parametros operacao: Nome = 1984 Edicao: 7
SUCESSO: 23:50:06.048806 | Usuario: laura | Operacao: EXCLUIR LIVRO | Parametros operacao: Nome = A Revolucao dos Bichos
FRACASSO: 23:50:06.050758 | Usuario: davi | Operacao: INCLUIR LIVRO | Parametros operacao: Livro já Existente. Nome = 1984 Edicao: 3
SUCESSO: 23:50:06.051387 | Usuario: helena | Operacao: EXCLUIR LIVRO | Parametros operacao: Nome = Pai Rico, Pai Pobre Edicao: 3
SUCESSO: 23:50:06.051574 | Usuario: sophia | Operacao: EXCLUIR LIVRO | Parametros operacao: Nome = Mindset
SUCESSO: 23:50:06.054909 | Usuario: manuela | Operacao: CONSULTAR LIVROS DA LIVRARIA | Parametros operacao: id_livraria = 2
SUCESSO: 23:50:06.055493 | Usuario: arthur | Operacao: REPOSIÇÃO DE ESTOQUE | Parametros operacao: Nome = Do mil ao milhao
SUCESSO: 23:50:06.056854 | Usuario: manuela | Operacao: EXCLUIR LIVRO | Parametros operacao: Nome = 1984
SUCESSO: 23:50:06.057475 | Usuario: manuela | Operacao: REPOSIÇÃO DE ESTOQUE | Parametros operacao: Nome = Do mil ao milhao
SUCESSO: 23:50:06.057705 | Usuario: manuela | Operacao: EXCLUIR LIVRO | Parametros operacao: Nome = O milagre da manha
SUCESSO: 23:50:06.058256 | Usuario: manuela | Operacao: CONSULTAR LIVRARIA | Parametros operacao: id_livraria = 2
